,userId,movieId,rating,timestamp
18292,7,480,4,891352093
43849,690,80,3,881177778
35067,250,153,2,878090066
61392,728,100,5,879443321
27381,269,715,4,891448092
85413,588,552,1,890031021
13797,151,792,4,879524268
1728,188,218,5,875074667
66100,903,708,4,891033808
7677,178,480,3,882826048
73314,554,15,4,876231964
69695,773,145,3,888540390
5438,293,188,3,888906288
73380,249,408,5,879572540
34590,35,328,3,875459046
8452,64,284,4,889740056
6234,1,233,2,878542552
56579,763,96,2,878918213
44068,545,182,3,883115423
73661,153,568,4,881371140
18241,59,582,4,888205300
72559,870,302,4,878737704
11372,339,188,4,891033735
53067,536,493,4,882359333
54396,518,1114,2,876824079
60743,698,294,4,886365733
4232,1,159,3,875073180
66149,524,1074,2,884637128
226,125,478,4,879454628
38050,28,117,4,881957002
75830,805,554,1,881695080
11712,303,574,1,879544184
89798,913,83,4,881725904
84721,823,1070,4,878438332
11650,140,258,3,879013617
63792,904,9,4,879735316
18331,378,241,4,880057137
59464,549,181,4,881672241
31838,60,609,3,883327923
35887,387,93,5,886480703
70557,771,216,5,880659894
68841,94,94,2,891723883
44299,328,692,4,885046976
39431,561,273,5,885808824
71757,405,1055,3,885546202
51266,152,411,4,880149350
49808,276,1074,3,877934446
86688,829,529,4,881698976
61004,864,11,5,888887502
60770,537,273,3,886029727
87,42,403,3,881108684
77203,498,423,3,881957267
51987,13,50,5,882140001
82149,757,576,3,888469012
43733,305,143,3,886323275
95181,507,345,5,889964202
88476,798,746,4,875914066
62005,450,483,3,882371826
30883,435,413,2,884134104
50766,542,775,2,886533253
74955,663,763,5,889492614
12750,234,502,4,892336077
36506,588,423,3,890015649
9937,256,181,4,882164444
18373,387,210,4,886482928
92220,771,496,5,880659606
90729,661,298,3,886841348
12396,145,685,4,875271229
94921,839,1,4,875751723
33801,566,89,4,881650423
1230,312,100,4,891698613
20334,249,114,5,879572314
78043,450,588,4,882376658
40350,497,183,4,879310825
50862,110,808,2,886988250
65409,817,328,4,874815679
98465,255,826,1,883216958
83942,932,613,4,891250363
35640,224,239,4,888104554
76609,880,55,3,880167778
1045,234,241,2,892335042
97795,889,944,3,880182173
5937,97,28,5,884238778
57687,417,373,3,880952988
7895,119,12,3,874781915
87484,805,1065,5,881697792
17570,393,67,3,889730088
53064,524,32,4,884634679
11141,163,234,3,891220137
96936,774,217,2,888557772
50490,746,128,3,885075211
33222,6,64,4,883600597
82506,682,241,4,888522541
36296,304,111,3,884968264
67924,283,1009,3,879297867
94404,536,181,5,882318369
84992,942,234,4,891283161
62122,878,949,3,880871600
65743,94,172,4,885870175
40246,638,172,4,876694787
16361,153,323,2,881370900
55938,445,744,2,891200272
28674,178,298,2,882823905
23957,18,153,4,880130551
7858,303,1224,2,879485475
94212,840,183,5,891204664
63351,766,175,3,891309118
50198,425,2,2,878738757
55238,663,876,3,889491739
98340,918,89,5,891987780
13705,286,53,2,877533506
13579,194,739,3,879527263
34570,484,625,4,891195825
93621,877,451,4,882677865
2104,21,596,3,874951617
74360,894,1010,4,880993662
85888,741,732,4,891456509
99906,896,96,5,887158635
56429,708,846,2,892719269
86502,682,797,2,888522613
12469,174,14,5,886433771
14778,279,25,5,875295736
27543,230,204,4,880484616
97976,606,393,4,880925453
46122,715,216,4,875963452
49368,537,495,2,886031678
1332,64,433,2,889740286
2360,18,494,3,880131497
82417,796,236,4,893048149
45148,505,210,4,889333508
7841,144,298,3,888103988
86290,942,484,5,891282963
36034,430,222,4,877225682
18145,103,234,3,880420353
70745,798,204,4,875742878
78803,846,431,5,883947590
94235,880,172,5,880167695
52490,747,705,5,888639939
88894,826,1110,4,885690900
59268,765,286,5,880345862
19662,454,487,4,888266565
49825,639,427,4,891239064
1322,234,228,3,892079190
37623,617,606,3,883788929
20086,231,289,4,888605273
88365,805,65,3,881698861
92895,848,1065,2,887048154
69587,836,170,5,885754200
26586,311,750,5,884363706
39878,625,166,3,891960843
75298,269,170,2,891447216
53978,499,198,5,885599682
49673,394,73,3,881058929
75961,727,328,4,883708149
25355,498,187,4,881955960
27733,87,144,4,879875734
18005,327,265,2,887818511
22672,314,1210,4,877889861
50380,747,180,5,888639735
59038,795,1110,3,883251943
43444,405,642,1,885548579
2280,18,965,4,880132012
77964,600,720,3,888452151
96125,894,1007,3,880416072
77647,758,31,3,881977872
31431,357,123,4,878951864
31922,401,451,2,891033343
15808,417,135,3,879647826
85541,20,50,3,879667937
15495,345,51,5,884993744
77431,532,1136,2,888636558
57936,458,190,4,886397771
18949,292,190,5,881105625
22583,87,62,5,879875996
6748,318,49,3,884497257
80573,726,763,2,889831115
53070,484,82,4,891195444
1402,99,274,1,885679157
37781,174,151,3,886434013
64679,828,1597,3,891037813
79960,647,29,4,876533657
23787,437,1211,4,881001208
30418,62,283,4,879372598
59034,727,775,4,883713147
20330,389,526,3,880087200
95652,848,655,4,887040097
883,111,301,4,891680028
41515,592,631,3,882956624
14038,295,86,5,879966498
44969,405,143,5,885548785
32865,314,196,3,877888212
79368,325,93,4,891478627
3253,279,1093,4,875298330
2937,7,174,5,891350757
36838,562,197,4,879196105
25039,342,301,5,874984045
23394,58,433,5,884305165
81992,630,1197,3,885667464
56293,711,315,4,886030353
1318,10,285,5,877889186
95284,854,628,2,882812451
32592,311,539,4,884364268
86253,314,812,4,877889163
79994,498,410,3,881954931
63780,805,259,1,879971049
37108,600,550,4,888452071
1349,160,160,5,876862078
4790,223,1,4,891549324
96594,257,936,4,882050151
87444,561,639,3,885809291
87607,891,866,5,883489497
84333,389,663,4,880087026
58134,682,56,4,888519077
18634,409,654,3,881107697
3393,181,20,1,878962919
72228,693,576,2,875484148
37587,142,346,5,888639815
11446,293,583,3,888908001
92168,653,188,5,878854145
33054,487,794,5,883530503
93268,577,402,4,880475318
59808,645,673,3,892054600
61577,864,134,5,888887013
49660,593,15,4,875659636
11060,108,515,5,879879941
1550,117,758,2,881011217
80750,774,91,1,888558018
4510,125,22,5,892836395
26438,23,652,4,874785926
86708,823,176,4,878438807
83003,497,774,4,879362407
80166,622,1216,4,882590344
48078,1,238,4,875072235
16301,345,535,3,884994136
17494,279,434,4,892864609
85698,425,161,3,878738187
61705,424,882,3,880858829
49148,391,490,4,877399658
70172,881,218,4,876539260
96222,682,117,4,888522455
52412,690,94,4,881177836
97493,870,939,3,879714066
9093,226,14,5,883889691
6267,348,240,3,886523839
81823,240,302,5,885775536
40203,635,269,5,878878587
69325,721,735,4,877141039
57862,798,367,3,875743434
52991,682,687,2,888518871
89245,222,685,4,881061165
26873,524,1044,4,884636931
62596,891,117,3,883488774
47745,634,756,3,875729749
40990,463,477,2,877385489
13928,410,300,3,888626538
94953,721,435,4,877139384
18742,442,559,2,883390048
1057,145,974,1,882182634
4337,73,127,5,888625200
34170,293,50,5,888905519
96505,295,132,5,879517348
2029,178,282,3,882823978
1430,216,196,5,880245145
35083,77,455,3,884732873
33931,595,1264,2,887588203
55375,654,144,5,887864907
22824,401,237,3,891032367
73646,650,620,2,891383977
25269,377,338,3,891297293
64034,648,219,4,884883578
14805,85,154,4,879828777
60297,848,204,5,887039078
50078,629,172,5,880117333
31591,286,390,1,889652378
585,178,845,4,882824291
36904,493,754,3,884129868
21332,450,559,3,882376446
39456,69,237,3,882072920
12533,176,240,4,886048230
40815,387,193,5,886484065
68316,653,229,3,880153145
42917,629,7,2,880117635
5215,312,847,3,891698174
83012,694,482,5,875728435
40199,303,70,4,879467739
64273,805,180,3,881698139
88543,719,509,2,879360933
833,276,294,4,874786366
41272,632,172,5,879457157
79342,843,739,2,879447523
35015,151,499,5,879524585
66702,886,182,4,876031932
65643,894,244,4,879896985
18485,230,926,3,880485489
33333,500,42,5,883874139
13551,151,121,5,879525054
95260,589,332,4,883352536
17672,1,100,5,878543541
23145,463,930,1,889936180
61129,807,1615,4,893084653
69840,610,352,1,888702795
96986,741,724,4,891019625
35753,215,218,3,891436607
33459,294,682,3,889241486
14268,112,754,4,884992508
22186,479,931,2,879460681
15022,330,427,5,876546920
11968,18,393,3,880130930
28565,219,855,5,889452619
25841,435,153,3,884131243
278,38,153,5,892430369
76182,262,338,4,879961532
6148,279,577,1,889151559
61296,838,24,4,887064231
77959,921,96,4,879380656
14149,406,651,3,882480595
47139,655,1629,3,887427083
29517,311,218,4,884366363
10049,373,596,3,877106741
53345,661,272,4,893281023
75309,109,810,3,880583410
20612,189,131,4,893265710
34286,318,255,4,884494693
59396,820,289,2,887955020
38720,587,312,2,892871563
31120,49,42,4,888068791
46499,622,212,3,882669740
31418,70,208,4,884149431
1572,51,182,3,883498790
78056,244,528,3,880606533
53083,642,174,5,885842594
27805,474,696,3,887916330
96810,932,99,4,891250236
97649,655,1640,3,888474646
15842,289,147,3,876789581
52852,342,276,3,874984531
50137,758,892,2,883190434
27537,279,219,2,875736276
11855,115,443,4,881171622
41093,116,479,4,876454191
40941,476,386,2,883365135
78212,881,195,4,876539636
70851,463,271,1,889943811
85906,350,190,4,882346900
70226,826,332,3,885689821
17247,239,89,4,889179253
91330,456,109,3,881371660
74411,417,40,3,879649199
13735,357,1095,3,878952190
75533,846,542,3,883950712
19778,426,526,4,879444734
8093,102,810,2,888802508
92533,669,64,4,891260440
82192,487,204,4,883445495
67483,882,225,5,879862865
46677,542,625,3,886533588
74257,796,859,2,893218622
54568,57,1001,1,883698039
61460,790,282,4,884461590
31021,401,83,4,891033122
2129,140,268,4,879013684
95184,938,358,4,891355972
11863,373,729,4,877099263
55042,650,525,3,891369954
14424,200,1228,4,884130721
52150,439,100,3,882892705
9161,92,376,3,875907366
42665,682,352,1,888518424
7315,323,150,4,878739568
2180,181,995,1,878961585
67358,871,22,5,888193177
9600,276,941,3,877934065
35736,480,114,4,891208547
30464,508,88,3,883777299
10571,122,187,4,879270424
85766,897,208,5,879991037
6175,102,686,3,888801673
31196,457,483,5,882396705
77457,751,238,3,889297524
1221,308,174,4,887736696
74448,733,744,4,879535723
37037,537,357,4,886030707
16290,299,522,3,877880522
25452,7,187,4,891350757
33562,537,90,1,886032029
655,269,705,2,891448850
43383,279,976,3,877756631
64832,705,399,5,883427778
37691,83,174,5,880307699
50194,578,1264,3,890939815
64797,561,676,3,885810674
34272,603,174,3,891956927
4050,90,971,4,891385250
87071,846,70,4,883949156
81772,758,311,4,880672321
70996,897,82,5,879990361
4367,207,529,4,878191679
56345,801,307,4,890332853
45917,305,172,4,886323757
46368,617,774,1,883789635
90889,784,260,4,891387704
5073,234,486,3,892079373
35990,481,780,1,885829240
10501,271,318,5,885848707
55929,428,259,4,885943685
11014,92,238,5,875654159
80127,6,306,4,883268246
40038,244,629,4,880606442
69575,693,234,2,875483330
8786,279,92,4,890282182
60718,717,50,4,884715122
55431,602,343,2,888638022
95340,927,819,3,879181508
19212,326,86,2,879875644
94481,181,1137,1,878962392
41046,588,272,5,890014748
3789,232,638,5,888549988
90091,44,190,5,878348000
58116,87,1028,4,879876946
22506,305,690,4,886307828
17919,269,716,4,891451111
96634,932,502,4,891249710
8569,293,12,4,888905665
88173,893,290,3,874829161
45794,450,278,5,882473476
73838,805,195,3,881694693
15460,407,194,4,875115452
8311,90,1101,4,891384570
64111,901,1049,3,877127021
9660,56,391,3,892910950
856,43,203,4,883955224
57419,551,761,1,892785164
40011,417,364,3,880953014
21177,230,621,2,880485380
85574,846,1297,3,883950665
22153,455,214,3,879112122
66029,409,1392,1,881105367
11468,374,931,3,880936233
65981,892,173,5,886607778
37237,590,276,4,879439645
72375,897,566,2,879991976
83142,269,710,1,891449843
20282,62,9,4,879372182
12387,352,181,4,884289693
29869,551,13,1,892783411
78788,833,589,5,875038807
69417,295,1297,4,879519529
10899,216,7,5,880232719
22739,334,95,3,891548069
1414,268,1041,1,875743735
30952,455,515,4,878585775
56834,778,262,4,891482843
38935,234,88,3,892335920
32200,311,621,4,884365579
68844,110,722,3,886989028
45691,299,727,4,878192379
72019,548,1011,2,891415746
80647,843,258,4,879442947
20427,437,283,1,880141716
11895,393,62,4,889728895
4624,257,289,4,879029543
29505,174,100,5,886433788
12560,157,1283,2,886891173
38942,345,44,3,884992770
69605,933,231,1,874939031
573,90,259,2,891382392
84865,710,56,5,882064021
51743,733,293,4,879535559
74336,419,28,3,879435663
86884,934,154,3,891191401
36238,507,316,5,889964844
50282,664,484,5,878090705
7748,276,737,4,890979964
45119,567,293,5,882427250
99911,828,531,4,891036972
73381,751,367,4,889133950
60893,504,969,4,887838677
76178,276,334,4,877935456
79843,846,468,4,883948949
86323,774,380,2,888556968
98517,684,98,4,878759970
76929,805,202,2,881696729
17961,417,47,3,879648004
64845,798,259,5,875295566
28286,59,194,3,888204841
16730,405,785,1,885547407
67702,313,1470,1,891017319
81581,936,748,2,886831738
2742,194,1206,1,879554453
91839,537,978,2,886029841
51276,682,323,2,888516865
10817,164,300,5,889401221
13413,276,68,4,874792483
4645,102,195,4,888801360
24830,452,96,2,875275699
51477,434,471,2,886724797
60476,411,9,4,891035827
9887,246,1,4,884920918
77006,889,818,4,880177540
80595,880,249,4,880166966
72761,85,204,4,879828821
97106,717,245,4,884641842
53569,312,1192,3,891699491
15626,291,1219,4,875087221
98422,943,672,5,888640125
38861,256,451,4,882165135
24547,1,63,2,878543196
78203,715,462,4,875963998
44524,624,741,4,879792557
928,83,281,5,880307072
30572,534,591,5,877807845
2174,63,20,3,875748004
63407,181,847,1,878962550
15466,13,268,4,881514810
21287,328,620,3,885048861
68791,807,511,5,892705391
64130,690,121,3,881179906
42630,539,22,3,879788195
48459,749,142,4,878850456
8285,7,8,5,891351328
56544,178,66,4,882826868
36137,221,282,4,875244558
73917,496,721,5,876067215
56097,747,967,3,888639318
25636,474,1009,4,887915722
59975,800,457,2,887646168
63099,533,120,1,879366160
56512,401,582,4,891033523
68413,751,87,5,889297927
24263,11,654,3,891905856
60419,401,133,4,891032847
53042,633,405,4,875325654
92130,886,95,5,876032531
62660,90,270,4,891382310
24013,427,245,5,879701326
12042,101,24,4,877136391
49783,666,742,3,880313723
76814,897,616,5,879990877
15394,39,345,3,891400159
73796,805,806,4,881698175
50178,286,741,4,876521887
94484,880,227,2,880167918
114,58,144,4,884304936
60899,593,11,4,875660482
59780,624,248,4,879793485
62199,831,100,4,891354573
76633,7,318,5,891352010
37378,237,169,5,879376381
6729,83,22,5,880307724
5904,82,178,4,878769629
65966,130,347,4,884623800
14529,308,264,2,887736408
65585,493,338,4,884130032
7335,154,202,3,879139096
88467,916,948,2,880843838
38223,524,679,2,884636746
58174,802,445,3,875985686
89550,429,739,3,882387140
4162,301,11,4,882076291
38539,198,265,3,884207206
69509,49,717,2,888068651
33888,221,230,3,875246506
38621,256,1046,4,882164927
96587,343,478,5,876404499
10618,374,948,2,880392592
38357,6,166,4,883601426
42505,543,566,4,877545605
32807,378,181,4,880045167
56780,524,606,4,884634968
40368,330,205,3,876546105
32386,514,408,5,875311225
17773,160,544,4,876768106
61121,846,417,4,883950129
17972,260,313,5,890618198
64304,885,866,3,885713102
69595,894,1226,4,879896920
85582,880,1058,2,880242421
14984,187,191,5,879465566
34606,569,248,4,879793741
9494,90,707,5,891384476
32071,561,501,3,885808620
5169,343,1107,3,876406977
70609,659,642,2,891386492
11317,393,940,2,889731109
42990,526,342,2,885682295
79976,698,490,3,886366814
60106,840,169,5,891204215
67709,755,289,1,882569912
43942,378,94,3,880332752
44017,653,196,2,880151539
62412,825,275,3,881100775
27784,16,498,5,877719333
21659,269,537,5,891455816
31375,425,1596,2,878738695
82860,92,147,2,875640542
13343,328,289,4,885044566
50614,666,11,4,880314453
34823,284,750,3,885328906
15837,361,100,5,879440386
85348,670,96,5,877975070
56729,586,820,4,884057412
59922,234,378,4,892335213
33803,223,864,3,891550094
19837,305,1104,4,886323779
21517,454,310,4,881958464
91195,883,275,4,891692657
28010,537,526,3,886031720
30220,541,420,4,883874749
65201,727,510,4,883710717
22261,342,28,2,875319383
37115,422,334,4,877162682
44034,694,191,5,875727749
55593,395,1,5,883765062
34338,407,483,4,875042642
8950,67,276,4,875379515
52506,15,934,4,879456507
84699,864,549,3,888890730
28852,233,197,5,877663303
48594,712,498,3,874729935
73976,178,993,5,882824592
45566,655,321,3,887425103
87037,919,305,4,885059623
11147,94,731,3,891723295
86809,922,421,4,891448473
72443,7,132,5,891351287
27724,446,688,2,879786985
18092,295,1039,4,879517742
85626,577,50,4,880474394
90866,803,264,2,880055309
19356,453,246,5,877552590
32832,263,271,1,891297276
89332,658,201,3,875147873
31333,195,198,3,884420000
68940,109,63,3,880582679
32612,450,311,4,885945425
41076,653,310,4,884405406
16783,429,491,3,882384950
41130,642,240,3,885606137
78318,694,144,4,875728912
72169,625,174,4,891263589
4151,270,387,5,876955689
2362,91,427,4,891439057
51010,727,809,4,883713082
18053,89,268,5,879461219
72164,504,216,4,887838450
49024,699,977,2,879147550
80323,618,133,4,891307784
24135,312,174,5,891698224
98555,262,699,5,879793022
31744,409,1379,3,881106451
24933,397,483,5,885349715
73989,851,125,4,875730826
43458,11,367,3,891905058
35941,544,286,4,884795135
11373,387,201,5,886484631
2797,43,284,5,883955441
24113,92,755,3,875656055
69043,872,310,4,888478698
52978,655,750,2,887472879
10408,189,225,4,893264703
89555,624,879,3,879792171
90463,417,1411,3,880952418
7316,279,1180,2,890781034
4545,87,1189,5,879877951
54915,537,234,3,886031211
11504,265,477,3,875320371
30849,548,118,5,891415855
59438,324,270,5,880575045
25521,191,900,4,891560481
19981,59,173,5,888205144
64721,741,15,4,891456573
78227,862,271,5,879302763
97907,764,21,2,876243794
47699,463,1244,1,890530329
77635,60,1122,5,883326498
24035,75,477,4,884050102
96251,482,682,3,887644022
84913,206,1433,1,888180049
33319,348,926,3,886523683
18732,262,923,4,879962542
72180,435,181,5,884132208
63743,621,367,3,874962900
48527,712,783,3,874956981
96308,207,792,2,876079016
74497,826,176,5,885690600
56598,178,483,4,882826210
96260,496,88,1,876067346
82211,276,685,4,874786784
82019,425,1129,3,878738245
30417,33,682,4,891964274
6843,222,419,2,878182279
9853,260,682,4,890618537
46217,345,300,3,884900427
48403,745,7,4,880123019
62854,457,151,5,882394010
39813,338,52,5,879438690
91764,179,347,3,892151064
98804,727,205,5,883710104
22999,407,869,3,875548522
82605,682,159,3,888521005
84014,311,511,4,884365202
28326,405,1182,1,885547557
76914,650,719,3,891387833
61652,847,225,1,878775647
58991,435,369,1,884134771
20274,64,405,3,889739288
74017,653,167,2,880153429
16129,91,318,5,891439090
42947,115,654,5,881171409
